"qid","scenario","type","be005","be012","be017","be022","be027","be032","be037","be042","be047","be052","be057","be062","be067","be072","be077","be082","be087","be092","be097","be102","be107","be112","be117","be122","be127","be132","be137","be142","be147","be152","be157","be162","be167","be172","be177","be182","be187","be192","be197","be200"
"S29207","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.54,675.77,973.2,1061.14,1061.14,1061.14,1061.14,1061.14,1061.14,1061.14,1061.14,1061.14,1061.14,1061.14,1061.14
"S29209","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.24,290.85,600.05,600.05,1160.9,2392.85,2849.07,2857.9,2857.9,2857.9,2857.9,2857.9,2857.9,3311.46,3684.45,4016.13,4192.95,4348.67,4452.71,4643.86,4826.7,5096.13
"S29211","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,521.2,1352.49,1352.49,1352.49,1352.49,1352.49,1402.2,1640.66,1775.42,1775.42,1775.42,1775.42,1775.42,1775.42,1775.42,1775.42,1775.42,1851.98,1959.1,2080.12,2167.81,2222.86,2222.86,2222.86,2222.86,2633.37
"S29213","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.35,292.97,497.04,590.36,590.36,590.36,590.36,590.36,590.36,590.36,590.36,590.36,590.36,590.36,2979.54
"S29215","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,130.97,766.52,766.52,821.89,1123.53,1339.03,1382.21,1646.37,1975.08,1975.08,1975.08,1975.08,1975.08,2686.58,4619.09,6148.81,6761.78,6761.78,6761.78,7165.62,7667.29,8212.36,8587.05,8822.31,8822.31,8822.31,8822.31,10462.08
"S29217","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.81,485.96,715.84,846.93,929.24,929.24,929.24,929.24,1457.87
"S29219","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.01,718.48,975.48,1058.98,1156.75,1175.1,1249.8,1313.11,1342.03,1342.03,1342.03,1342.03,1342.03,1342.03,1474.01,1850.06,2212.56,2562.68,2901.43,5830.36
"S29221","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.21,559.96,1312.99,1851.18,1868.94,1977.29,2111.95,2111.95,2129.81,2227.68,2340.86,2610.29,3376.83,3989.26,4239.47,4239.47,4239.47,4239.47,4239.47,4239.47,4239.47,4239.47,4239.47,4239.47,4239.47,5223.59
"S29223","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.42,1127.77,1301,1421.18,1421.18,1421.18,1596.4,1945.19,2281.65,2963.99,3578.9,3591.21,3591.21,3591.21,3591.21,3591.21,3591.21,3649.93,3760.15,3894.32,4000.5,4067.18,4067.18,4067.18,4067.18,5806.45
"S29225","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,923.58,1169.26,1169.26,1169.26,1169.26,1169.26,1305.25,1889.32,1889.32,1889.32,1889.32,1889.32,1889.32,1889.32,1910.91,2009.66,2093.37,2209.07,2504.86,2834.9,3000.26,3145.58,3324.4,3467.6,3557.51,3557.51,3557.51,3557.51,7465.12
"S29227","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S29229","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.88,131.61,211.89,211.89,211.89,211.89,211.89,232.52,352.5,494.94,731.03,1426.13,1984.87,2279.07,2624.85,3121.46,3273.57,3273.57,3273.57,3273.57,3273.57,3273.57,3273.57,3273.57,3440.97
"S30003","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S30005","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S30007","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872.35,3618.27,7423.89,11009.33,13958.77,16749.08,16769.93,16769.93,16769.93,16769.93,16769.93,16769.93,16769.93
"S30009","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S30011","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621.16
"S30013","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S30015","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S30017","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S30023","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S30027","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S30029","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664.29,7572.16,18048.37,22332.75,24254.23,26391.68,27239.27,27243.05,27243.05,27243.05,27243.05,27243.05,27243.05,27243.05,27243.05,27243.05,27243.05,28223.22,29797.21,33203.09,37203.88,62557.09
"S30031","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11956.37
"S30035","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,642.44,5401.78,11329.51,11329.51,11329.51,11329.51,11329.51,11329.51,11329.51,11329.51,11329.51,11329.51,11329.51,11329.51,11329.51,11329.51,11329.51,11329.51,11329.51,11329.51,11329.51,11329.51,11329.51,11329.51,11329.51,15737.35
"S30037","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S30039","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.73,1843.75,4268.63,5053.22,5053.22,5053.22,5053.22,5053.22,5053.22,5053.22,5053.22,5053.22,5053.22,5053.22,5053.22,5053.22,5053.22,5053.22,5053.22,5053.22,5053.22,5053.22
"S30041","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S30043","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S30045","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S30047","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144.82,2259.24,6126.4,9958.52,12062.15,13234.79,14337.55,30298.05
"S30049","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342.85,1007.99,1890.36,2723.42,3339.08,3920.92,3925.27,3925.27,3925.27,3925.27,3925.27,3925.27,6394.17
"S30053","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.64,976.43,3523.7,3523.7,3523.7,4854.86,12853.46,23511.71,31544.65,31580.65,31580.65,31580.65,31580.65,31580.65,31580.65,31580.65,32564.04,33521.31,36084.34,38194.18,38996.76,38996.76,38996.76,38996.76
"S30059","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3150.83
"S30061","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5299.2
"S30063","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,996.4,7903.02,16330.92,16330.92,16330.92,16330.92,16330.92,16330.92,16330.92,16330.92,16330.92,19321.82,27658.28,30169.77,30169.77,30169.77,30169.77,30169.77,30169.77,30169.77,30169.77,30371.84,30696.33,31042.54,31300.81,31380.08
"S30065","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S30067","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.14,242.7,928.44,1884.92,3253.69
"S30071","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S30075","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S30077","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S30081","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.48,318.03,678.87,949.02,950.23,950.23,950.23,950.23,950.23,950.23,950.23,950.23,950.23,950.23,950.23,950.23,950.23,950.23,5681.68
"S30083","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.52,84.75,464,1020.49,1852.42
"S30087","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.42
"S30089","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019.56,3831.26,7690.15,11327.46,14252.7,18471.67,19905.9,20601.68,20749.13,20805.22,20805.22,20805.22,37052.24
"S30093","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.63,1627.81,6134.66,6134.66,6134.66,6134.66,6134.66,6134.66,6134.66,6134.66,6134.66,6134.66,6134.66,6134.66,6134.66,6134.66,6134.66,6134.66,6134.66,6134.66,6134.66,6134.66,6134.66,6134.66
"S30095","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S30097","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.54,937.81,1224.86,1224.86,1224.86,1224.86,1224.86,1224.86,1224.86,1224.86,1224.86,1224.86,1224.86,1224.86,1224.86
"S30103","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.42,340.31,430.86,430.86,430.86,430.86,430.86,430.86,430.86,430.86,430.86,430.86,430.86,430.86,430.86
"S30105","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25,24.09,109.61,232.33,412.38
"S30111","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31003","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31007","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31015","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31017","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31019","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31021","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31025","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31031","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31037","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31041","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31043","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31045","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31047","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31055","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31065","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31067","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31083","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31087","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31089","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31095","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31099","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31103","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31107","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31111","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31119","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31125","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31127","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31129","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31131","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31139","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31143","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31147","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31151","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31153","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31155","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31157","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31161","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31169","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31173","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31177","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S31181","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S32007","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S33001","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,1509.42,1509.42,1509.42,1509.42,1509.42,2389.44,2389.44,2389.44,2389.44,2389.44,2389.44,4689.82,9391.38,11628.81,11628.81,11628.81,11628.81,11628.81,13102.65,15793.27,17179.08,18324.15,18523.54,18691.96,19809.36,20307.97,20307.97,47415.1
"S33003","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2338.31,3348.38,3348.38,3348.38,4883.91,6066.88,6066.88,6066.88,6066.88,6066.88,6066.88,6066.88,6066.88,6066.88,6158.55,7026.97,8818.36,10680.31,11220.93,11220.93,64609.35
"S33005","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5981.8,5981.8,5981.8,7306.22,10550.65,13314.51,19720.33,19720.33,19720.33,19746.39,20182.45,23383.89,30586.19,31543.56,34680.49,37980.77,37980.77,38857.84,42061.21,45815.29,53054.9,57883.99,63590.74,156939.84
"S33007","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,3996.56,3996.56,3996.56,3996.56,3996.56,5261.6,5261.6,5261.6,5980.6,15185.91,19380.54,23314.17,25600.44,25600.44,25600.44,29956.47,41092.65,54330.7,57838.22,60135.36,63559.54,66721.91,67572.06,67572.06,79489.46,90977.57,263123.38
"S33009","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3493.81,7781.54,12138.77,15418.17,22020.63,22020.63,24576.09,34772.11,36571.82,38189.39,41910.96,51483.06,61817.92,66621.95,73255.29,82418.02,89372.72,96518.91,102456.72,108993.65,292396.77
"S33011","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,1347.81,1347.81,1347.81,1347.81,9863.26,9863.26,12682.8,20301.47,27901.78,35993.58,35993.58,36701.41,38044.18,40569.04,45280.25,47020.65,49544.87,53009.05,58218.63,62234.05,71379.38,82543.75,88617.57,93485.06,100210.12,105460.79,108771.44,147695.34
"S33013","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134.96,1134.96,4795.96,5240.12,5240.12,5240.12,5336.77,6823.02,9562.07,15673.38,16062.62,16399.12,16399.12,16399.12,20101.96,26665.03,33762.64,39483.44,42370.7,47589.32,53776.66,60278.55,154589.48
"S33015","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5521.72,7698.71,8688.29,8927.53,12549.65,12605.21,13172.25,14200.93,18834.31,22698.99,24414.28,24414.28,24414.28,24955.23,27400.81,28847.73,28847.73,29401.89,30829.27,31792.31,32679.02,63125.89
"S33017","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,1084.05,1084.05,1084.05,1084.05,1084.05,1084.05,3384.81,3384.81,3384.81,3787.12,8948.87,11501.46,11501.46,11501.46,11501.46,11501.46,11501.46,11501.46,11501.46,11765.58,13361.23,14349.91,14349.91,18704.61,22470.18,23254.38,23254.38,39628.57
"S33019","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3274.25,15355.51,21746.24,23276.36,23276.36,23276.36,25843.37,27663.7,28449.77,28449.77,28449.77,30523.41,32005.53,38751.55,49049.61,53504.26,57936.45,59658.18,59658.18,129573.04
"S34001","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S34005","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2,315.06,570.5,797.29,1001.71,1188.15,1359.83,1534.18,1682.35,1821.55,1952.94,2077.45,2195.87,2308.86,2413.29,2505.73,2566.5,2566.5,2566.5,2566.5,2566.5,2566.5,2566.5,2566.5,2566.5
"S34009","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S34011","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S34015","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.49,91.52,255.47,415.54,570.53,720.8,866.71,1008.54,1146.56,2436.95
"S34019","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S34021","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S34023","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,53.84,1227.31,2149.42,2159.76,2159.76,2159.76,2159.76,2159.76,2159.76,2159.76,2159.76,2159.76,2159.76,2159.76,2159.76,2159.76,2159.76,2159.76,2159.76,2159.76,2159.76,2159.76,2159.76,2159.76,2159.76,2159.76,2159.76,2159.76,2159.76
"S34025","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S34027","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S34029","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.19,987.59,1641.39,2229.12,2764.53,3257.38,3714.87,4294.01,4689.48,5063.37,5418.31,5756.46,6079.63,6389.31,6649.88,6822.92,6936.69,6936.69,6936.69,6936.69,6936.69,6936.69,6936.69,6936.69,6936.69
"S34031","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,9.5,43.05,110.14,174.88,237.45,298.01,356.72,413.7,981.34
"S34033","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S34035","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S34037","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.54,112.08,303.02,468.99,629.83,785.9,937.53,1085.03,1228.67,2550.69
"S34041","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S35006","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
