"qid","scenario","type","be005","be012","be017","be022","be027","be032","be037","be042","be047","be052","be057","be062","be067","be072","be077","be082","be087","be092","be097","be102","be107","be112","be117","be122","be127","be132","be137","be142","be147","be152","be157","be162","be167","be172","be177","be182","be187","be192","be197","be200"
"S01001","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,1951.04,1951.04,1951.04,1951.04,1951.04,1951.04,1951.04,1951.04,1951.04,1951.04,3624.03,3624.03,12517.68,20742.81,20742.81,24068.08,24068.08,26057.19,26057.19,26585.82,26691.82,31942.79,34293.84,34293.84,35892.72,35892.72,45187.82,56242.59
"S01003","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,4077.85,4077.85,10524.7,11722.67,11722.67,11722.67,14826.37,20010.02,20010.02,20010.02,25173.81,29749.57,41920.84,51745.57,55535.86,59177.4,63569.95,75248.31,75819.98,77369.53,77902.95,78765.69,83230.63,90163.34,99547,99862.89,100234.49,100591.02,102786.74,116569.18
"S01005","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778.03,778.03,778.03,2649.81,2893.19,4421.62,6057.14,6186.15,6354.61,7001.11,8262.85,9054.75,12167.43,17826.22,17826.22,17826.22,17826.22,26953.78,29347.74,30866.54,37862.19,45657.15,50850.68,70900.25
"S01007","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,1542.27,1542.27,1542.27,1542.27,1542.27,1542.27,1542.27,1542.27,2633.23,2633.23,2633.23,2633.23,5477.94,6655.64,12400.36,14002.52,24447.37,25824.39,27140.31,27909.3,28319.94,30407.25,30407.25,32613.71,32613.71,33908.1,33908.1,35500.41,35500.41,49075.03
"S01009","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,2466.6,2466.6,2466.6,2466.6,2466.6,2466.6,2466.6,2466.6,2466.6,2466.6,3546.17,4298.51,4576.13,8556.9,8556.9,8556.9,9593.91,21266.67,22919.46,25801.04,25801.04,25801.04,25801.04,26558.15,26558.15,26558.15,26558.15,26558.15,26558.15,39599.97
"S01011","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134.53,1134.53,1134.53,2454.49,2789.18,3972.82,3972.82,3972.82,3972.82,10191.23,12544.95,12544.95,12544.95,14372.53,17498.69,24749.69,26741.87,26890.26,26890.26,30855.11,30855.11,52359.18
"S01013","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5777.64,5901.68,6485.87,6485.87,9588.27,11234.29,14699.42,15413.83,16326.32,20769.82,21778.33,21778.33,24023.85,24244.65,24244.65,30547.94,30547.94,30547.94,33023.22,36248.45,36248.45,36248.45,42462.01,44256.4,44256.4,65356.09
"S01015","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541.84,954.24,954.24,4595.76,6590.61,7352.92,7352.92,8323.44,8323.44,8323.44,8323.44,9951.55,9951.55,9951.55,14782.75,14782.75,14782.75,21026.5
"S01017","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,892.76,892.76,892.76,892.76,892.76,892.76,1381.47,1589.93,2649.7,6135.09,8674.14,10732.74,11689.99,15394.85,15394.85,15394.85,16102.29,19433.51,20144.22,25469.12,29946.45,31636.02,31636.02,31636.02,37377.88,38667.94,43129.16,51698.67
"S01019","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,1962.28,1962.28,3657.98,3657.98,3657.98,3657.98,3657.98,3657.98,4910.48,6118.2,13128.96,13820.02,16817.02,17868,18095.95,18095.95,24950.55,24950.55,28439.8,28439.8,29540.24,31303.79,31303.79,31303.79,32002.46,32693.39,37915.81,41633.85,45810.4
"S01021","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.24,186.24,2255.89,2255.89,2255.89,2255.89,2255.89,4280.87,4736.8,4736.8,4736.8,7290.06,7290.06,8160.34,8160.34,11585.11,11585.11,11585.11,14015.32,17003.11,18300.5,21047.38,42686.06
"S01023","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,188.88,1628.63,1628.63,1628.63,5607.17,7428.91,7816.77,16004.75,26676.31,26676.31,31136.37,31991.58,32223.42,41511.43,43843.76,44660.98,51434.42,51434.42,56761.26,56761.26,61797.88,64135.29,64135.29,68812.73,72689.11,77468.01,77468.01,104448.24
"S01025","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,589.77,589.77,589.77,871.18,2959.97,4374.59,9282.32,10535.36,10535.36,12921.46,16885.91,16885.91,20598.23,24428.74,25310.3,33190.16,35797.14,39867.96,40683.39,42438.34,45479.97,48004.8,49186.07,52895.42,58844.54,62335.66,90665.87
"S01027","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5175.74,7689.13,7689.13,7689.13,10560.07,11328.39,11328.39,18092.6,20363.64,20363.64,20363.64,21613.13,25287.95,25287.95,27611.84,30812.44,54773.33
"S01029","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,656.82,670.92,670.92,670.92,670.92,670.92,670.92,1010.22,1010.22,1010.22,1010.22,1010.22,2670.9,6711.4,9093.21,9093.21,12031.81,15461.39,15461.39,16658.66,16658.66,16658.66,17977.83,17977.83,18711.48,42318.11
"S01031","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,2411.88,2411.88,2411.88,2411.88,2411.88,2411.88,2411.88,2411.88,6175.83,6175.83,6175.83,6175.83,7153.05,13167.55,13167.55,13167.55,20874.29,25315.01,34304.67,34724.34,34724.34,34724.34,35943.9,35943.9,35943.9,36884.45,43518.15,49258.63,49258.63,51976.12
"S01033","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.53,449.53,449.53,449.53,1008.3,1838.73,1838.73,5120.54,5120.54,9395.99,9395.99,9395.99,9395.99,9395.99,13789.06,13789.06,13789.06,13789.06,15721.64,15721.64,16382.97,19302.2,24158.66
"S01035","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,1522.77,1707.94,1711.91,2612.52,7123.48,9677.91,9677.91,10106.75,10372.93,15607.64,17322.69,17322.69,17322.69,17484.52,17723.85,19525.16,24354.11,27806.24,30275.49,33635.56,34010.74,37107.73,45220.81,45220.81,48576.39,48576.39,60056.77
"S01037","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2452.47,2452.47,2452.47,3253.35,5640.88,8515.24,12554.63,12554.63,17464.2,18283.52,20525.85,23446.71,24966.36,25727.24,27351.99,38535.84,45818.43,45818.43,49480.97,56783.43,57584.42,84797.83
"S01039","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,2908.64,2908.64,2908.64,2908.64,6991.3,7854,7854,16227.27,17803.88,22922.29,25868.32,29641.43,29641.43,31011.68,34209.32,34303.29,36145.09,38189.57,41071.44,41071.44,41071.44,43134.39,43134.39,51500.31,53034.8,53595.95,53595.95,73927.54
"S01041","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,3197.54,3197.54,4210.32,4232.06,4232.06,5856.63,5856.63,5991.3,7265.96,7875.76,9007.31,12112.47,14430.12,18634.2,18796.55,19058.47,29275.77,30466.36,30466.36,30938.55,30938.55,30938.55,31655.7,35217.08,39494.92,43708.67,46758.16,62267.11
"S01043","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.95,210.95,210.95,210.95,210.95,2302.25,3119.02,3954.11,4835.94,5535.58,5535.58,5535.58,5535.58,8568.82,14752.54,14752.54,14752.54,14752.54,18545.88,21634.58,21634.58,28638.63,28638.63,42228.58
"S01045","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.23,513.23,513.23,513.23,2071.16,2071.16,3151.91,4101.1,6454.52,10292.74,10292.74,10292.74,10292.74,13052.12,13052.12,13052.12,13052.12,24793.91
"S01047","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2179.4,2179.4,2179.4,3615.45,4520.05,8301.28,9125.45,9662.51,11083.42,11083.42,21279.95,26172.14,29901.41,39929.33,43339.52,51947.31,55197.77,57582.03,68015.79,69866.88,72143.55,72143.55,72143.55,79246.17
"S01049","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,929.92,929.92,929.92,929.92,929.92,3420,5020.08,6955.9,8333.99,9549.8,9549.8,9838.59,12498.61,19256.03,19256.03,25141.51,25141.51,25141.51,25141.51,25141.51,27215.58,28070.46,28070.46,28070.46,28656.85,32136.17,32136.17,32136.17,40865.32
"S01051","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2044.34,2187.16,2187.16,2187.16,2187.16,3825.13,3825.13,7081.88,7081.88,7741.1,7741.1,18595.48,20565.89,20565.89,23253.55,27276.43,30051.3,30051.3,30051.3,30051.3,30051.3,32241.2,49859.43
"S01053","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2568.59,2623.75,2623.75,2623.75,2623.75,2623.75,4742.57,6098.52,6098.52,6524,17161.96,22111.3,22861.24,27951.52,29577.38,30745.61,35246.08,37535.41,37535.41,41297.38,43335.54,43335.54,43335.54,44931.2,44931.2,59260.13
"S01055","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2921.57,2921.57,3408.79,4567.98,5113.14,8587.88,8587.88,9490.13,9490.13,10000.73,11422.08,11422.08,14874.41,14874.41,14874.41,16027.12,16027.12,16027.12,16027.12,17570.65,17570.65,17570.65,28312.27
"S01057","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703.74,5501.14,6320.45,6320.45,9928.28,10207.98,10207.98,15548.66,15548.66,20172.56,22763.14,33453.51,34399.39,40610.21,42782.37,43349.24,43349.24,45630.87,45630.87,45630.87,50556.51,50556.51,81886.08
"S01059","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3183.67,3183.67,3183.67,3183.67,8716.18,9562.96,12335.11,12675.12,12675.12,13203.08,13706.27,13706.27,13706.27,15236.19,15982.88,18636.58,20877.16,25273.73,28610.12,30336.65,30336.65,51465.27
"S01061","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.62,1042.91,3387.37,3846.51,6034,8345.5,8345.5,8345.5,8345.5,8345.5,8480.98,8996.34,8996.34,8996.34,9977.63,14886.89,15395.78,15395.78,15395.78,15395.78,15762,16259.41,16554.14
"S01063","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,764.42,764.42,764.42,764.42,764.42,764.42,764.42,2445.18,4707.25,4925.95,4925.95,4925.95,9177.56,9177.56,10952.76,13454.5,13454.5,18712.27,18712.27,20887.8,23835.63,23835.63,24965.39,24965.39,24965.39,28657.11,28657.11,28657.11,37445.83
"S01065","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,718.54,718.54,718.54,718.54,718.54,718.54,718.54,718.54,991.42,2884.8,9916.46,13573.25,13573.25,13961.31,13961.31,14068.33,14703.73,23516.66,28140.46,28140.46,30610.27,30610.27,30610.27,32326.77,32326.77,32326.77,33948.56,42003.82
"S01067","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403.69,1750.78,9423.85,10747.98,12450.81,12450.81,12450.81,12450.81,12539.78,12539.78,12539.78,12539.78,16197.11,16197.11,16197.11,18351.89,19745.24,19745.24,19745.24,21453.81,21453.81,23205.36,35010.81
"S01069","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1829.15,1829.15,6718,7171.14,7171.14,9737.01,9737.01,10981.25,12195.04,12195.04,12419.17,12419.17,12419.17,12419.17,12419.17,13988.87,13988.87,13988.87,13988.87,13988.87,13988.87,13988.87,17626.11
"S01071","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,1181.58,1181.58,1181.58,1181.58,2819.54,3378.36,5737.73,9253.29,10855.43,13720.12,15040.23,16720.05,22153.02,23838.44,26928.74,27542.33,32159.88,35792.77,41107.7,43662.35,53250.97,54737.19,58436.37,58436.37,63428.75,65125.12,86823.56
"S01073","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,1901.5,1901.5,1901.5,4923.5,4988.4,5542.82,6053.55,6053.55,9301.98,11332.03,13498.04,21224.32,21224.32,27685.09,29320.5,29542.35,32369.43,32369.43,32369.43,33970.97,35826.61,40966.79,40966.79,40966.79,43270.17,43270.17,43849.39,44969.8,66132.24
"S01075","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,1356.57,1356.57,1356.57,1356.57,1356.57,1356.57,1529.87,2110.17,8475.79,8475.79,9355.71,19213.07,19659.6,22148,22148,25008.67,29034.19,29034.19,29034.19,29034.19,34908.84,39076.18,41093.44,41093.44,42431.64,43031.15,45131.22,45131.22,59136.5
"S01077","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,1250.27,1250.27,1250.27,2035.68,2035.68,3590.07,3590.07,3996.65,6237.9,6435.93,6749.32,7099.3,7713.75,7713.75,8013.7,10540.92,10540.92,12247.1,12247.1,13978.37,13978.37,17278.55,17770.11,17770.11,21462.43,22802.54,27855.12
"S01079","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260.96,1260.96,2990.45,5186.75,5186.75,6659.96,7098.76,7098.76,7098.76,7098.76,7098.76,9707.54,12587.45,12587.45,14655.56,14655.56,14655.56,16015.96,16015.96,16015.96,19139.52,23531.85
"S01081","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,1890.52,1890.52,1890.52,2498.25,4117.49,5104.33,5104.33,5842.54,7848.9,9068.97,9068.97,10624.5,10624.5,19618.88,27149.48,28491.75,32400.78,32400.78,34153.68,35501.64,43612.94,44867.93,52673.48,54456.14,54456.14,57069.52,71058.01
"S01083","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,997.02,997.02,1234.41,1234.41,1234.41,2028.2,2028.2,2028.2,4641.32,4641.32,5536.27,5536.27,5536.27,5536.27,6194.8,6194.8,6281.45,6659.29,6659.29,6659.29,6659.29,6659.29,6659.29,6659.29,6659.29,6659.29,8247.35,8247.35,9686.87
"S01085","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,504.15,1007.91,1007.91,1007.91,1007.91,1007.91,1007.91,1007.91,1007.91,1007.91,1007.91,1007.91,6743.64,6743.64,8736.36,8736.36,8736.36,18842.81,18842.81,18842.81,18842.81,18842.81,21148.71,21854.59,30463.4,32313.15,35573.81,65393.74
"S01087","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,1785.77,1785.77,1785.77,1785.77,1785.77,1785.77,1785.77,1785.77,1785.77,2879.75,4331.43,4331.43,4850.71,4850.71,5094.25,5094.25,5555.95,5555.95,5555.95,7955.95,8446.7,8446.7,14015.5,17842.19,17842.19,17842.19,19487.8,19487.8,25191.15,35803.7
"S01089","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3973.37,4058.7,4757.37,5409.44,5409.44,5409.44,5409.44,6442.74,6888.14,7511.4,7626.14,7626.14,7626.14,8450.63,8450.63,8450.63,8450.63,8702.55,8702.55,8702.55,10669.01,10669.01,12268.37,12268.37,12268.37,15520.95
"S01091","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2482.2,2535.51,4846.57,4846.57,4846.57,4846.57,4846.57,4846.57,7213.66,7509.55,9086.13,9838.94,11251.18,11251.18,16934.09,17774.48,17774.48,19611.49,27589.57,31036.74,32256.32,32256.32,34882.07,35736.57,35736.57,58618.97
"S01093","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,490.8,490.8,1233.37,1249.31,2986.67,2986.67,3224.05,5079.33,8453.93,8453.93,17931.17,24683.88,35026.79,36806.28,38784.43,44560.82,47062.77,49655.42,52441.79,54609.29,54609.29,57431.93,57431.93,61182.41,61182.41,62035.13,65379.15,78803.34
"S01095","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149.7,1149.7,1149.7,1149.7,1326.19,1522.8,1522.8,2213.35,3174.76,4525.01,5554.79,5978.93,5978.93,6715.31,10449.8,10449.8,10449.8,10449.8,10449.8,10449.8,12795.45,12795.45,12795.45,17710.57
"S01097","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1655.54,2296.77,2296.77,3987.37,7375.66,8551.29,14277.53,22132.24,23574.1,24258.62,30716.77,33133.26,34148.69,34148.69,35540.87,37545.96,39151.36,39151.36,42128.41,44405.66,44901.42,44901.42,44901.42,52084.45
"S01099","usfs","pulpwood",0,0,0,0,0,0,0,0,1051.58,1051.58,1051.58,1792.16,1792.16,2032.71,3002.37,3023.19,3023.19,3023.19,3500.11,3500.11,3500.11,5769.91,7035.46,8255.39,9235.61,12653.14,14816.95,14816.95,27887.78,32170.53,36328.35,36328.35,39996.11,41713.93,52414.98,55275.59,56311.19,62253.31,67814.86,100418.72
"S01101","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.05,2829.02,8525.13,8525.13,10254.94,10970.14,10970.14,11252.2,11252.2,11252.2,11252.2,11252.2,13570.61,13570.61,16053.25,16053.25,16053.25,16053.25,16053.25,26811.16
"S01103","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,1361.45,3191.33,3191.33,3191.33,3191.33,5415.11,5655.38,5976.76,5976.76,5976.76,5976.76,5976.76,5976.76,9547.97,11952.37,12596.33,13753.8,13753.8,18188.35,19098.5,19098.5,19098.5,20111.63,21103.71,22589.19,22589.19,22589.19,23614.49,32300.95
"S01105","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1311.52,2743.58,5175.55,5175.55,5175.55,9339.02,24363.39,29608.5,30154.05,32220.7,32220.7,32220.7,32220.7,38463.06,40765.48,43857.13,55537.81
"S01107","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493.08,2546.61,2546.61,2546.61,2546.61,5152.87,6029.84,7625.12,9898.24,10404.93,10784.45,12422.38,14890.97,18987.12,29290.97,34258.76,34258.76,34258.76,34258.76,34258.76,36290.96,37870.85,37870.85,42264.12,43105.63,59856.25
"S01109","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1665.83,5462.65,5796.94,8293.89,8293.89,11165.06,11165.06,11978.24,11978.24,12136.08,17216.62,22467.94,22467.94,24767.43,24767.43,30270.37,31463.62,31463.62,31463.62,33627.98,49819.79
"S01111","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4633.07,7480.03,9568.08,10518.78,11149.66,14103.29,19685.95,20523.22,20804.56,20804.56,20804.56,20804.56,22414.12,23723.77,25336.28,25336.28,26478.9,26478.9,30113.45,30113.45,32223.54,65381.33
"S01113","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1468.32,1468.32,1468.32,1468.32,5581.45,5581.45,5581.45,5953.56,5953.56,7784.94,8013.58,8013.58,8013.58,8013.58,8013.58,8013.58,10387.51,12362.79,13841.7,18203.38,18203.38,18203.38,33158.81
"S01115","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,1468.64,1468.64,1468.64,3839.08,3839.08,3839.08,3839.08,7636.67,7636.67,11795.78,12017.7,15981.13,18085.57,20349.06,22881.54,23317.19,23317.19,24973.73,30675.47,30675.47,30675.47,31766.35,32356.5,32356.5,32356.5,34395.37,47607.04
"S01117","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,662.66,662.66,662.66,1951.75,6926.76,10640.35,11337.68,11890.04,11890.04,11890.04,12712.3,12712.3,14654.83,16548.56,17304.27,17980.47,19916.76,20708.68,21405.71,26947.58,28765.16,32380.64,35743.92,36221.4,38407.25,38407.25,54277.25
"S01119","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948.69,948.69,1607.46,1607.46,1941.24,1941.24,3738.33,3738.33,7787.08,11098.85,12961.54,13216.69,15925.01,21876.79,23709.72,24143.85,26369.83,29957.86,29957.86,31112.62,33634.14,35769.72,35769.72,52139.34
"S01121","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,3206.82,4190.72,4211.85,5296.93,5296.93,5296.93,5296.93,5459.65,6716.08,6716.08,13928.92,16767.83,18907.89,24159.12,26619.34,30893.16,32463.45,32463.45,32463.45,32463.45,32463.45,32463.45,35690.19,37449.5,37449.5,44027.13,66082.79
"S01123","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,456.65,658.53,662.87,982.62,3533.29,5205.76,5205.76,12993.11,12993.11,14228.2,16247.76,16790.05,16790.05,17120.59,18024.29,19563.68,27601.96,32270.11,33018.24,34302.84,34302.84,39506.63,39506.63,39506.63,39599.86,40609.89,75700.96
"S01125","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,1233.18,2705.51,2737.12,2988.88,3784.44,7011.98,8697.39,10695.42,11178.74,12927.99,14578.44,23186.08,30908.23,31518.71,35194.48,49748.38,49971.58,53918.15,57214.43,66031.45,71815.95,74986.56,76196.54,78374.42,80730.78,81593.26,102296.43
"S01127","usfs","pulpwood",0,0,0,0,0,0,0,0,0,1603.2,1603.2,2663.43,3390.24,3390.24,6714.07,6785.44,7282.53,7796.53,8623.59,13303.14,14222.85,14222.85,16127.69,17126.11,17126.11,26601.18,26762.19,27504.98,30663.74,33182.92,36095.22,38657.22,38657.22,39795.13,41837.32,45537.06,45537.06,47532.55,48779.5,71797.61
"S01129","usfs","pulpwood",0,0,0,0,0,0,0,0,0,496.43,1984.72,5382.24,6278.09,13470.73,15611.61,15657.59,18565.64,18784.34,23903.93,25686.23,33756.88,36158.36,38310.57,39125.3,42520.86,53150.74,54779.92,54954.65,60776.41,63169.06,65174.42,66147.27,69614.89,78192.02,78192.02,87795.91,87795.91,91254.89,93760.48,111013.68
"S01131","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,666.47,680.78,680.78,1909.36,1909.36,1909.36,1909.36,6984.89,7947.1,12121.98,18064.09,19187.18,19187.18,27609.07,27609.07,40589.34,42425.77,49018.18,50751.34,53111.62,55602.77,58712.43,59684.24,64375.61,64444.61,94699.4
"S01133","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053.48,2371,4631.43,4631.43,5677.81,11493.84,11493.84,12045.25,13814.46,13814.46,13814.46,13814.46,13814.46,13814.46,20499.21,20499.21,22430.53,23578.39,25123.09,25123.09,25123.09,25123.09,26380.33,32794.67
"S04001","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.6,756.59,1529.51,2243.28,3094.23,3707.93,4285.9,4832.66,5255.19,5596.32,5723.98,5723.98,5723.98,5723.98,5723.98,5723.98,5723.98,5745.09,5783.13,7895.89
"S04005","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.09,264.3,617.8,1078.97,1522.02,2088.08,2495.86,2818.25,3091.43,3372.74,4823.55
"S04009","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S04017","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.06,410.44,649.24,1645.83,2508.67,3224.57,3464.23,3464.23,3464.23,3464.23,3464.23,3464.23,3464.23,3464.23,3464.23,3464.23,3464.23,3464.23,3464.23,3464.23,3464.23,3464.23,3464.23,3464.23,3464.23,3464.23
"S05001","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,901.97,901.97,901.97,901.97,2263.52,2263.52,2263.52,2263.52,2263.52,4850.93,5041.42,10141.6,13146.9,13733.21,13905.69,13905.69,14217.52,14538.88,14538.88,14538.88,14538.88,14736.6,14736.6,15493.21,15734.98,15734.98,17502.95
"S05003","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814.74,814.74,1103.74,1103.74,1103.74,1103.74,7023.6,11823.15,14480.84,15200.16,21280.1,21280.1,21506.19,25210.02,26301.78,26301.78,29080.16,29080.16,29080.16,31338.46,35563.93,38448.79,40866.88,59630.17
"S05005","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,920.01,1089.51,1089.51,2172.91,2172.91,3610.64,4028.54,4728.65,4728.65,6779.56,6906.47,6906.47,6906.47,6906.47,7022.13,7235.23,10733.11,11044.25,11044.25,11747.3,13055.06,13678.5,14758.25,15614.74,15614.74,17409.07
"S05007","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523.07,1290.09,2074.43,2074.43,3449.31,6416.93,9835.68,10102.79,10102.79,10861.83,10861.83,11007.13,11913.69,14516.14,14516.14,14516.14,14676.18,15177.31,15456.84,15456.84,20288.3
"S05009","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,1716.02,1716.02,1716.02,1716.02,2409.94,2409.94,2409.94,2409.94,2852.64,3623.76,3623.76,4856.24,4856.24,4856.24,4856.24,5914.65,6674.31,6674.31,8059.03,8059.03,10481.06,10481.06,11045.79,11045.79,12010.55,12328.74,17250.45
"S05011","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,2428.67,2428.67,2428.67,4105.57,4105.57,4105.57,4337.28,4337.28,5585.08,5585.08,6241.25,13942.71,18843.84,20953.62,22798.11,25301.13,25796.62,27327.49,27327.49,27327.49,28100.74,28237.94,28237.94,29118.09,29416.1,29416.1,56049.03
"S05013","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,1097.65,1097.65,1097.65,1607.47,1701.39,1701.39,1701.39,1701.39,1701.39,2966.87,3519.48,3658.11,4730.79,8980.37,8980.37,10163.35,11973.13,17229.69,25340.8,25340.8,28378.15,28419.53,30837.82,34913.62,35774.8,39814,41214.06,44511.93,60578.71
"S05015","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.12,771.46,771.46,771.46,2145.73,2145.73,2503.53,4578.22,5004.51,5004.51,5004.51,5004.51,6978.71,8151.73,8377.75,9383.7,9871.35,21402.8
"S05017","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1839.12,1839.12,1839.12,1839.12,2587.09,2587.09,2587.09,2759.06,2759.06,2759.06,2759.06,2759.06,2759.06,2759.06,2759.06,2759.06,2759.06,2759.06,4025.22
"S05019","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,1648.34,1648.34,1648.34,3130.25,5987.51,7695.71,8018.15,9388.61,14165.48,18616.49,19931.99,21526.88,26343,28130.48,31072.11,35102.31,35384.41,36260.04,36763.64,38339.96,38339.96,43863.87,46999.36,46999.36,47113.82,47162.78,68739.32
"S05021","usfs","pulpwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687.91,1687.91,1687.91,1687.91,1687.91,1687.91,1687.91,3025.5,3025.5,3025.5,4010.31,4010.31,4010.31,4010.31,4010.31,6268.37,6778.5,6778.5,6778.5,6778.5,6778.5
